,name_en,desc_en,model_id,product_number,product_additional,product_number_source_type
2369,delian_kaiguan,,delian.switch.delian,,,
2370,curtain,,xinrui.curtain.lh001,,,
2371,Zigbee sub-device temperature and humidity sensor (1770),,coolki.sensor_ht.ui1770,,,
2372,Philips ZhiRui downlight,Philips Smart Downlight,philips.light.downlight,,,
2373,Mi Smart MultiCooker 1.6L,Mijia rice cooker,chunmi.cooker.eh1,DFB201CM,,manual
2374,Intelligent Mobile Plug (WIFI),,090615.plug.plus02,,,
2375,Smart thermostat,KP01C1501,ikecin.airrtc.99,KP01C1501,,auto
2376,Xiaomi router,,xiaomi.router.r3p,,,
2377,TOKIT Smart Oven,,tokit.oven.tk32pro1,,,
2378,Hitachi Central Air Conditioning,Hitachi Central Air Conditioning (Changsha Vanke),tc0756.aircondition.73,,,
2379,iCool 3P,"erp code: 50.01.01.02.0047
69 yards: 6923185617129
Product model: KFRd-72LW/Y2RF1-A1",viomi.aircondition.y52,KFRd-72LW/Y2RF1-A1,,auto
2380,rgbLight,"1. Control switch
2. Adjust the brightness
3. Adjust the color",kongke.light.rgb,,,
2381,Miniji Washing Machine,,minij.washer.v1,,,
2382,Viomi Cleanning Robot X2,,viomi.vacuum.v12,,,
2383,Light strip,,sykj.light.04000a,,,
2384,switch_three,Three-channel switch,zhihw.switch.uiid8,,,
2385,1 position dimmer switch,E3 1 position dimmer switch,simon.light.e1lsw,,,
2386,xiaovv Smart Wifi PTZ Camera 2K,,xiaovv.camera.q8,,,
2387,Mi Bunny Watch,Mitu children positioning watch,xiaoxun.watch.v1,,,
2388,Aqara Smart Clothes Drying Rack Lite,"Aqara Smart Clothes Dryer Lite is an IoT smart clothes dryer that integrates remote control, automatic lifting and lighting. After connecting to the app, you can remotely control and view the device status through the app, and communicate with other smart home devices., Realize richer intelligent application scenarios.Equipped with Bluetooth remote control.",lumi.airer.acn02,,,
2389,curtain,,future.curtain.acm,,,
2390,Mi Air Purifier 2,Mi Air Purifier 2nd Generation-Hardware Upgrade Version,zhimi.airpurifier.m2,,,
2391,Circle kitchen household water purifier,,xckj.waterpuri.js01,,,
2392,KCZ intelligent curtain motor,Kechuang smart curtain motor.,090615.curtain.kcz82d,,,
2393,Mi Quartz Watch,"Quartz watches based on traditional watches, including chips and sensors, which can be connected to mobile phones to realize sports step counting, important reminders, time scales and other wearable device functions",inshow.watch.w1,,,
2394,70mai Smart Rearview Mirror lite,"The 70 Mai Smart Rearview Mirror Youth Edition is an on-vehicle networked device. The rearview mirror can be fixed to the original rearview mirror of the vehicle through a simple installation method.The smart rearview mirror has application functions such as voice, navigation, online music, online radio, ADAS, Bluetooth calls, and driving records.Compared with the Mijia rearview mirror, new features such as in-vehicle WeChat, active service, news push, start-up greetings and other user-oriented services have been added",midr.rv_mirror.m2,,,
2395,Taiwo Magnetic attraction lamp,Xiaomi mesh two-color light-Realtek,twzm.light.wy0a01,,,
2396,Viomi Electric Water Heater (80L),Yunmi Internet free replacement magnesium rod electric water heater 80L,viomi.waterheater.e15,,,
2397,IMILAB Home Security Camera A1 (Mom& Baby Caring Version),Love him cooperation version,chuangmi.camera.019e04,,,
2398,Viomi Smart Gas Water Heater Zero (18L),JSQ34-VGW181,viomi.waterheater.u8,JSQ34-VGW181,,auto
2399,Light strip,Wi-Fi light strip,yaguan.light.light,,,
2400,Xiaoyan central air conditioning controller,,terncy.aircondition.vg1,,,
2401,HITH wireless foot bath Q2,"Product parameters: rated voltage: AC 220V, rated power: 1000W
Product functions: heated surfing, foot massage, temperature setting, time setting, electric drainage",hith.foot_bath.q2,,,
2402,Mi Smart Video Doorbell 2 Lite,Xiaomi Smart Doorbell 2 Lite,madv.cateye.miowlv2l,,,
2403,socket,,bright.plug.socket,,,
2404,MeiLing-Fridge,,schmzn.fridge.ml48x,,,
2405,Yi-LOCK Smart Curtain C3,,babai.curtain.yilc3,,,
2406,Thermostat S2,The second-generation central air-conditioning temperature control panel enhances adaptability.,lumi.airrtc.tcpecn02,KTWKQ03ES,Aqara x Eigenstone S2 Thermostat,manual
2407,Stars LED Light,Smart hall ceiling light closer to life.,397.light.hallight,,,
2408,Lemeng lighting bedroom ceiling lamp,DBS non-isolated,lmds.light.wy0a02,,,
2409,Two-button wall switch,,sykj.switch.030002,,,
2410,Intelligent wireless wall charger,"Smart wireless wall charger 5V/10W, Spec protocol version",pwzn.plug.banana,,,
2411,Scene mesh breaker,One way Bluetooth switch controller,lemesh.switch.sw0a01,,,
2412,Haobo window pusher,,aqara.wopener.hocn01,,,
2413,Lantern,YG_LIGHT_COLOR,yaguan.light.bulb,,,
2414,Viomi Refrigerator iLive (French Door 416L),MIoT-Spec protocol access,viomi.fridge.u40,,,
2415,Mi Smart Video Doorbell 2,Xiaomi Smart Doorbell 2,madv.cateye.miowlv2,,,
2416,Bafa,,bemfa.light.be01,,,
2417,Air Conditioner Remote Control,Mijia air conditioner infrared remote control-stateful version,miir.aircondition.ir02,,,
2418,Two way switch,,bright.switch.switch,,,
2419,Mi Air Purifier,Xiaomi air purifier,zhimi.airpurifier.v5,,,
2420,TCL Zhirui ceiling lamp,,tcll.light.wy0a01,,,
2421,EDON 39 Humidifier,,edon.humidifier.s108e1,,,
2422,Yi-LOCK Intelligent Curtain,,yilock.curtain.yilc3,,,
2423,Mi IH Rice Cooker,,chunmi.cooker.normal2,"IHFB01CM, 2016DP1293",,manual
2424,JESIF Smart Plumbing Mattress (double),"Intelligent plumbing, temperature transmission by water, dual temperature and dual control",sxds.blanket.jssn01,,,
2425,iCool 1H 1P,"erp code: 50.01.01.01.0121
69 yards: 6923185616757
Product model: KFRd-26GW/Y4PE4-A3",viomi.aircondition.y33,KFRd-26GW/Y4PE4-A3,,auto
2426,curtain,Curtain motor/curtain controller,tuya.curtain.tycur01,,,
2427,Heatcold Heating Thermostat (Electric),Electric heating thermostat,cubee.airrtc.th123e,TH123E,,manual
2428,Toning light,,juzi.light.010301,,,
2429,Smart Wall Switch H1 (Zero Fire Double Button),,lumi.switch.n2acn1,,,
2430,Yeelight Smart Panel Fan,Yeelight Smart Liangba,yeelink.ven_fan.vf1,,,
2431,Pin Feng (DIM Short Version),,ldsn.light.2pfd16,,,
2432,Smart Plug,LifeSmart smart socket upgrades the traditional socket to a smart device that can be remotely controlled and supports two-way communication.,lfsmt.plug.ls002,,,
2433,Mi Smart Air Conditioner Controller,"The Mijia brand air conditioner companion itself is both a gateway and it can also be used to make the ordinary red air conditioner in the home intelligent. It can send infrared code control commands to the ordinary air conditioner, with functions such as power statistics, timer switches, smart sleep, and quick cooling.",lumi.acpartner.v2,KTBL02LM,,manual
2434,Mi Water Purifier (Under sink),Mi water purifier under the kitchen,yunmi.waterpurifier.v3,,,
2435,PTX Mesh intelligent one switch,PTX Bluetooth Mesh Smart Switch One on,090615.switch.mesw1,,,
2436,Curtain,Curtain motor/curtain controller,tuya.curtain.tycur02,,,
2437,Wi-Fi Smart Wall Switch,"""Support Xiao Ai"" certification review equipment",coolki.switch.t3uk1c,,,
2438,Wall switch single live wire double key version,,lumi.ctrl_neutral2.aq1,,,
2439,Mi Smart Air Conditioner C1 (1.5HP / Conventional / China Energy Label Level 3),Mijia Internet Air Conditioner C1 (1.5hp/fixed frequency/level 3 energy efficiency),xiaomi.aircondition.ma6,,,
2440,Milano (Rou Feng) 3P,"erp code: 50.01.01.02.0015
69 yards: 6923185612360
Product model: KFRd-72LW/Y3PD1-A1",viomi.aircondition.y2,KFRd-72LW/Y3PD1-A1,,auto
2441,viomi smart water purifier Mee 600G,,yunmi.waterpuri.s18,,,
2442,Viomi Smart refrigerator 21 face (428L),Yunmi Internet Refrigerator 21Face (428L),viomi.fridge.x7,,,
2443,Viomi Smart Gas Water Heater Zero 12L,Yunmi Internet Gas Water Heater Zero (12L zero cold water),viomi.waterheater.u15,,,
2444,Four-way control module,,lumi.relay.c4acn01,LLKZMK11LM (Dev),,manual
2445,Yeelight LED Bulb 1S (Color),Yeelight LED bulb 1S (color light version) domestic version,yeelink.light.color8,,? YLDP13YL,manual
2446,air conditioning,,p2c.aircondition.air,,,
2447,MIJIA Smart Air Conditioner (Energy Efficiency Level 3),"Mijia inverter air conditioner, 1.5hp, level 3 energy efficiency",zhimi.aircondition.ma1,,,
2448,air conditioning,,fine.aircondition.cl,,,
2449,IMILAB Digital Door Viewer,Chuangmi Cat's Eye Camera,chuangmi.cateye.ipc018,,,
2450,ThoughtHome Switch module,,babai.switch.th01a,,,
2451,ZBS,Smart helper electric drying rack,nbczwl.airer.zbs01,,,
2452,switch panel,Light switch,wxzn.switch.801438,,,
2453,ZDEER Intelligent Foot Steamer Z9,,zdeer.foot_bath.zdz7,,,
2454,switch,No certification trademark required,ihome.switch.switch,,,
2455,Yeelight Lightstrip Plus,Pitaya Plus,yeelink.light.strip2,,,
2456,Mi Smart Air Conditioner X (1HP / Inverter / New China Energy Label Level 1),,xiaomi.aircondition.mt1,,,
2457,Ion Tower/Silent Air Purifier without Consumables-Knight,,coc.airpurifier.tk,,,
2458,Smart casement curtain motor,Intelligent open curtain motor (abandoned),arnoo.curtain.awcc11,,,
2459,Honey Fresh,Honey Fresh,tc0756.airfresh.78,,,
2460,ARROW Smart Bath-Heater X2,,roome.bhf_light.1037fx,,,
2461,Fruit wheat cooling fan,,gmair.fan.wy101,,,
2462,Petoneer Nutri Mini Feeder,..,skyrc.feeder.fed,,,
2463,Outlet,"Smart sockets are controlled by APP, and users can locally/remotely control the on/off of traditional electrical equipment.When the device is connected to this socket, the device can be remotely controlled at any time through the APP.Smart sockets are a good choice for realizing local remote control timing for homes, enterprises, factories, shopping malls, etc. It can be controlled by multiple users at the same time and grouped.
At the same time, APP supports power metering and monitoring functions, real-time viewing of power usage records, which is convenient for family energy saving.
The smart socket has an overload protection function. If the working power of the electrical appliance exceeds the limited power (set in the APP), it will be directly powered off, which is very convenient and safe to use.",chuan.plug.0100,,,
2464,Mi Fresh Air Ventilator A1-150,"Mijia fresh air fan bedroom version, air volume 150 m3/h",dmaker.airfresh.a1,MJXFJ-150-A1,,manual
2465,Airdog X3 (M) air purifier,,airdog.airpurifier.x5,,Wrong model_id?,manual
2466,Mi Full Screen TV,This TV is a Xiaomi full-screen TV with only infrared and no Bluetooth,xiaomi.tv.fsi1,,,
2467,Sumi Magnetic Spotlight,,xhuan.light.wy0a05,,,
2468,switch,,girt.switch.switch,,,
2469,HUIZUO PEGASUS For Bedroom,Huayihui made Tianmaxing bedroom series-huayi.light.peg093,huayi.light.peg093,,,
2470,VINO Inverter Air Conditioner 3P (New Energy Label Level 2),VINO inverter air conditioner 3hp (new second level energy efficiency),aden.airc.a6,,,
2471,Hitachi Fresh Air,Hitachi Fresh Air,tc0756.airfresh.50b,,,
2472,Sumi B1 Bluetooth mesh switch (single key),"Smart mesh switch, smart group control.",090615.switch.smb1s1,,,
2473,Mi AI Speaker Remote,Xiaoai smart speaker with infrared,xiaomi.wifispeaker.lx5a,,,
2474,light,light,fine.light.light,,,
2475,G27_Smart socket_16A three holes,,bull.plug.gn003,,,
2476,yeedi-k801,,yeedi.vacuum.k801,,,
2477,Viomi Refrigerator (Cross Door 485L),MIoT-Spec protocol access,viomi.fridge.u39,,,
2478,KebbiAir,Nuwa Robot II,nuwa.robot.nb1,,,
2479,KH set-top box,"Through the mobile phone APP or with smart speakers, you can voice control home appliances.Cloud massive infrared code library, one-key pairing of home appliances.You can set the channel in the APP, and then you can control the channel by voice.No matter on the street, the company can use mobile phones to remotely control home appliances.",693948.stb.khp,,,
2480,outletGsm82,GSM dual channel socket (new protocol),coolki.plug.uiid82,,,
2481,BINTHEN Smart Curtain,,binthe.curtain.bcm,,,
2482,Air-fresh Gateway,Access to fresh air systems of various brands,knx.airfresh.kts,,,
2483,Viomi Electric Water Heater VEW6015,MIOT-SPEC access,viomi.waterheater.e20,,,
2484,pro_switch,,yeelink.plug.prosw,,,
2485,Difeisi Air Cool,,difeis.ven_fan.dql04h,,,
2486,Moonlight fan,,orz.fan.ygs,,,
2487,Wall switch (single live wire three key version),,lumi.switch.b3l01,,,
2488,Mi AI Speaker,Xiaomi AI speaker,xiaomi.wifispeaker.s12,,,
2489,Mi Multifunction Air Monitor,Mijia air detector,cgllc.airmonitor.b1,KQJCY02QP,,manual
2490,Bulb Remote Control,Mijia bulb infrared remote control,miir.light.ir01,,,
2491,CWRGB downlight,,mpkx.light.040011,,,
2492,WiFi socket_non-metered version,GN_Y2012,bull.switch.001,,,
2493,Qiyuan curtain motor,,qykj.curtain.qycm60,,,
2494,Viomi Smart Health Pot Honey Pro,MIoT-Spec protocol development,viomi.health_pot.c2,,,
2495,touch-panel,Touch panel,ezhome.switch.zhyapp03,,,
2496,Heating,,deocea.heater.cq,,,
2497,Loock Spider-Man Series Limited Edition,"Luke Smart Door Lock Spiderman series limited edition, self-elastic lock body",loock.lock.v14,,,
2498,wifiPlug,,heiman.plug.ws2sk,,,
2499,Smartmi DC Pedestal Fan,Zhimi DC Inverter Floor Fan,zhimi.fan.v2,,,
2500,Soocare Electric Toothbrush,Soshi sonic electric toothbrush,soocare.toothbrush.x3,,,
2501,Viomi Refrigerator (French Door 508L),MIoT-Spec protocol access,viomi.fridge.u45,,,
2502,Airconditon Smart Plug,"AP3200 is a smart power socket (hereinafter referred to as ""socket"") specially designed for split air conditioners (including on-hook and cabinet).Wi-Fi, fuel gauge, temperature and humidity sensor and other modules are integrated in the socket.The user can remotely control the air conditioner through the client App and the cloud platform, and the electricity meter built in the socket can send real-time and accurate power consumption information to the cloud platform for users and related parties in power transmission and distribution.",innolinks.plug.ap3200,,,
2503,Set-Top Box Remote Control,Mijia set-top box infrared remote control,miir.stb.ir01,,,
2504,Langli intelligent LED ceiling lamp,Ying Li LED Ceiling Light,hcznjj.light.wyll01,,,
2505,Mi Water Purifier H400G,,zhimi.waterpuri.ma1,,,
2506,AI Meiju intelligent lamp,,wdc.light.wy0a01,,,
2507,Two way switch,,milamp.switch.2lkg,,,
2508,PTX Sle Bluetooth intelligent switch moduleing,"Single-channel switch reception, Xiaoai voice control, and random paste control.",090615.switch.mhrsw1,,,
2509,Bit 569 Gateway,,btzn.gateway.569v1,,,
2510,Pet feeder,tuya.feeder.tyccw1 is abandoned because the feed volume has an out parameter,tuya.feeder.tycwws,,,
2511,Romne Intelligent lamp,CHQ non-isolated two-color 33303,xgds.light.wy0a01,,,
2512,switch,Smart switch,bzhome.switch.sz010,,,
2513,Smart thermostat,KP01C1520,ikecin.airrtc.90,KP01C1520,,auto
2514,Smart socket T1 (national standard),,lumi.plug.macn01,,,
2515,Viomi Smart sink dishwasher,Yunmi Internet sink dishwasher,viomi.dishwasher.v05,,,
2516,Smart switch,Smart scene switch switch,ecloud.switch.eq,,,
2517,Trouver Robot LDS Vacuum-Mop Finder,,dreame.vacuum.p2036,RLS3,,manual
2518,Temperature and humidity sensor,,hsmart.sensor_ht.hs2th,,,
2519,Dreame Robot Vacuum D9,Sweeping robot based on laser navigation,dreame.vacuum.p2009,RLS5-WH0,EU,manual
2520,ir-air,"The infrared smart socket allows you to control most of the air conditioners or fans that support infrared control. The user only needs a mobile phone and APP to control all the traditional infrared appliances in the home.After successful installation, the smart socket will become a universal remote control device, which greatly expands the functions of the traditional smart socket, making family life more comfortable and simple.",oge.aircondition.stir0,,,
2521,Smart lamps,,gtop.light.xl6601,,,
2522,qinglinkQ302 Smart Curtain,Qingling customized AM50 motor,aok98.curtain.qlam50,,,
2523,Mi Wi-Fi Nano,Xiaomi Routing Youth Edition,xiaomi.router.lv1,,,
2524,Air Conditioning,Infrared air conditioner,tuya.aircondition.ac01,,,
2525,Ocooker,z90 device,xckj.hood.z9001,,,
2526,Berson Digital Door Lock JW-P,,jiwu.lock.jwp01,,,
2527,Six-key strong electric switch in the future,Wired connection,bymiot.switch.6keyv1,,,
2528,Fan light,,coolki.light.uid34,,,
2529,Feipujia Intelligent lamps and lanterns,Philip's smart lamps,asdds.light.wyfpj1,,,
2530,Chanitex Electric Water Heater CXE-A1,,smith.waterheater.cxea1,,,
2531,Air Conditioning Controller,"Air conditioner companion. You can use the air conditioner companion to make the ordinary red air conditioner in the home intelligent, and you can send infrared code control commands to the ordinary air conditioner",lumi.acpartner.v1,KTBL01LM,,manual
2532,Yeelight Ceiling Light SE,Yeelight LED Ceiling Light SE,yeelink.light.ceiling2,,,
2533,Viomi 1sec Instant Water Heating Purifier X1,Yunmi 1 second instant hot water purifier X1 Pro,yunmi.waterpuri.x7,,,
2534,humidifier,Universal humidifier,dctrls.humidifier.common,,,
2535,Youth version thermostat (Bluetooth version),Youth version thermostat (Bluetooth version),linked.aircondition.st4,,,
2536,LOOCK Classic 2X,"Luke Smart Door Lock Classic 2, Double Quick Lock Body",loock.lock.v7,,,
2537,Smart window pusher,"Embedded zigbee standard protocol module, ultra-low power consumption, ultra-long standby, and high stability.Support three-gear speed regulation, electronic memory limit, automatic hand stroke and other functions.Intelligent equipment scene linkage, and can be opened and closed regularly according to the use scene.",feibit.curtain.tzt2118w,,,
2538,RGBCW Light,Ordinary RGBCW lamp,tuya.light.tywl03,,,
2539,Mi 360 Home Security Camera 1080p Essential,Xiaomi Smart Camera-Single Axis Version,chuangmi.camera.ip026c,MJSXJ08CM,,manual
2540,PTX dual Bluetooth intelligent switch module,"Two-way switch receiving module, Xiaoai voice control, free paste control.",090615.switch.mhrsw2,,,
2541,Mi Box,This product is a Xiaomi box with only infrared and no Bluetooth,xiaomi.tvbox.i1,,,
2542,Mi Remote,Mi Universal Remote Enhanced Edition,chuangmi.remote.v2,MJYKQ01CM,"Rev2, Mijia logo (don’t mess with MJYKQ01CM that have Mi logo)",manual
2543,Xiaoyan curtain motor,,terncy.curtain.tcm01,,,
2544,DGMK2,Embedded module 2 way,linked.light.ft132,,,
2545,xiaovv outdoor camera,"1. Household monitoring, 180 degrees super wide angle coverage,

2. Garage, warehouse, top 360 degree panoramic coverage monitoring,

3. Home pet monitoring can be inserted directly into the wall outlet, panoramic monitoring pets,",xiaovv.camera.xvb4,,,
2546,Three-wire two-way switch (1 way),Three-wire two-way switch (1 way),kuju.light.5201,,,
2547,Zhirui Ceiling Lamp Gorgeous 80W,Zhirui Ceiling Light Star Diamond Living Room 80W,philips.light.xzceil,,,
2548,Lijiujia M1 treadmill,Lijiujia treadmill,asp.treadmill.pbj,,,
2549,OPPLE Smartlamp Mode B,Support color temperature adjustment,opple.light.tabcol,,,
2550,Smart Curtain Control,Curtain drive module based on KNX/EIB,knx.curtain.ktexxc,,,
2551,Viomi Washing Drying Machine (10KG),Yunmi Internet Washing and Drying Machine (10KG Enjoy Edition),viomi.washer.v5,,,
2552,aux-air condition,Guiji,aux.aircondition.test2,,,
2553,Xiao Fang SMART CAMERA,Xiaofang Smart Camera,isa.camera.isc5c1,,,
2554,G27_smart switch_two open_down button,,bull.switch.s212b,,,
2555,Smart curtain motor,Curtain motor,thing.motor.smart2,,,
2556,julun smart light (CW),,julun.light.jlcw,,,
2557,Peihong ceiling lamp,Xiaomi WiFi-DBS non-isolated,yhph.light.wy0a01,,,
2558,Yeelight Ceiling Light,Yeelight LED ceiling light,yeelink.light.ceiling1,YLXD01YL,,manual
2559,xiaovv smart panoramic camera (cloud storage),"1. Household monitoring, 180 degrees super wide angle coverage,

2. Garage, warehouse, top 360 degree panoramic coverage monitoring,

3. Home pet monitoring can be inserted directly into the wall outlet, panoramic monitoring pets,",xiaovv.camera.xvd5,,,
2560,Redmi Smart Display 8inch,,xiaomi.wifispeaker.x08c,X08C,,manual
2561,Smart socket,"External, built-in socket",kiwik.plug.plug,,,
2562,90 Marks Smart Metal Suitcase,,runmi.suitcase.v1,,,
2563,Xiaoyan Smart Socket,,terncy.plug.tsp01,,,
2564,Mi Router Mesh,,xiaomi.router.d01,,,
2565,Dimmer switch,Dimming color switch CR2P,scmkcz.switch.cr2p,,,
2566,TOKIT-Smart induction Cooker Entry-chunmi,,chunmi.ihcooker.tkv1,,,
2567,Lettin Chroma Bulb,Lettin Smart Bulb Full Color Version Second Generation,lettin.light.bulb2,,,
2568,smart outlet,Remotely control the smart socket switch.,sunsea.plug.aspc1a,,,
2569,Smart socket,Smart socket,ecloud.plug.eq,,,
2570,PTX intelligent downlight (mesh),"PTX Smart Downlight (Mesh), with Atom function.",090615.light.mlig01,,,
2571,PTC20,,poer19.airrtc.ptc20,,,
2572,M1Lock,"1. There are four unlocking methods including password, fingerprint, Bluetooth and key.
2. Support long-term password and one-time password unlocking.
3. Long battery life, worry-free and durable.",huohe.lock.m1,,,
2573,light,,deocea.light.cq,,,
2574,Three button wall switch,,nvcls.switch.030003,,,
2575,Mi Smart Air Conditioner A (1HP / Inverter / China Energy Label Level <1),,xiaomi.aircondition.mc4,,,
2576,LONINK Intelligent three key switch WIFI,,lonink.switch.ln066,,,
2577,Xiao mo xia 3D massage chair,Mid-range massage chair rt5859,rotai.massage.rt5859,,,
2578,10A smart socket,E3 10A smart socket,simon.plug.e10asw,,,
2579,MINI PRO socket,"Support socket switch, timing, delay",konke2.plug.minipr,,,
2580,iCool 1C 1P,"erp code: 50.01.01.01.0049
69 yards: 692318561362
Product model: KFRd-26GW/Y4PC2-C3",viomi.aircondition.y11,KFRd-26GW/Y4PC2-C3,,auto
2581,Mosquito lamp,,dayang.mosq.dyt16s,,,
2582,Socket,,zengge.plug.socket,,,
2583,TV,Infrared TV,ikecin.tv.ir2,,,
2584,IR blaster,"Embedded zigbee standard protocol module, ultra-low power consumption, ultra-long standby, and high stability.It can intelligently control many home appliances such as air conditioners, TVs, fans, set-top boxes and so on in infrared code matching mode.",feibit.aircondition.zrc,,,
2585,Zigma sweeper series,spark-980 laser sweeper,zigma.vacuum.laser,,,
2586,Redmi Smart Display Pro 8inch,,xiaomi.wifispeaker.x08e,,,
2587,Smart 1S 1.5P,"erp code: 50.01.01.01.0131
69 yards: 6923185617006
Product model: KFRd-35GW/Y3PM1-A1",viomi.aircondition.y44,KFRd-35GW/Y3PM1-A1,,auto
2588,outletGsm81,GSM single channel socket (new protocol),coolki.plug.uiid81,,,
2589,Smart curtain,,alive.curtain.cmd82,,,
2590,VIOMI FIERCE-UV,,viomi.vacuum.v20,,,
2591,switch78,Single channel switch (new protocol),coolki.switch.uiid78,,,
2592,Mi Electric Scooter Pro,Electric Scooter Pro,ninebot.scooter.v2,,,
2593,lamp,light,cgzn.light.light,,,
2594,Smart wall plug,,btiot.plug.outlet,,,
2595,Smart curtain,Smart curtain supports opening and closing,yszj.curtain.2a10,,,
2596,Air conditioning remote control,"1. Control switch
2. Temperature adjustment
3. Mode adjustment",kongke.aircondition.inf,,,
2597,Smart curtain,,linked.curtain.ct500,,,
2598,bulb,"The functions of the smart bulb are as follows:
1. Remote control light switch
2. 2700k-6500k color temperature
3. Timing delay light
4. Brightness adjustment",ikonke.light.kkbulb,,,
2599,Curtain motor,,kiwik.curtain.kaw,,,
2600,Outdoor Camera Pro,,xiaovv.camera.xvcb2,,,
2601,Dimmer switch (0-10v),Dimmer switch (0-10v),kuju02.light.39,,,
2602,WiFi smart switch,,mhiot.switch.mc01w,,,
2603,MOMODA RT5728,Getting started massage chair RT5728,rotai.massage.rt5728,RT5728,,auto
2604,curtain,curtain,cgzn.curtain.curtain,,,
2605,Smart ceiling lamp of Shuai Lighthouse,DBS neutral,ddjzm.light.wy0a01,,,
2606,delian_stb,,delian.stb.delian,,,
2607,IMI Home Security Camera 1080P,Home and commercial basic security smart cameras,chuangmi.camera.ipc010,,,
2608,Smart curtain,,sykj.curtain.050001,,,
2609,Mi Air Purifier Pro H,"Xiaomi Air Purifier Pro upgraded version, the filter element is increased in size, formaldehyde removal filter is optional, and touch button is added",zhimi.airpurifier.va1,AC-M7-SC / AC-M13-SC / BHR4280GL,,manual
2610,Mi Projector 2,Xiaomi's project product Mijia Projector 2 (M085J),fengmi.projector.m085j,,,
2611,VIOMI Internet steaming and baking all-in-one machine king (embedded),"Steaming and baking integrated, model VSO4501",viomi.oven.so1,VSO4501,,auto
2612,Qingping Bluetooth Gateway,Qingping Bluetooth Gateway (sparrow),cgllc.gateway.s1,,,
2613,Mijia Philips BLE Night-light,Mijia Philips Bluetooth Night Light,philips.light.nlight,,,
2614,light,General lighting equipment,dctrls.light.common,,,
2615,Mi Smart Air Conditioner A (1.5HP / Inverter / China Energy Label Level <1),,xiaomi.aircondition.mc5,,,
2616,HOTO Smart Laser Measure,,hoto.etool.finder,,,
2617,Xihui smart ceiling lamp,Xihui Smart Ceiling Light-314-34,hwzn.light.wy0a01,,,
2618,YOOLED smart ceiling light,,yooled.light.light,,,
2619,curtain,Smart curtain motor,golden.curtain.c01,,,
2620,Smart 1C 1.5P,"erp code: 50.01.01.01.0135
69 yards: 6923185617044
Product model: KFRd-35GW/Y4PM2-A3",viomi.aircondition.y46,KFRd-35GW/Y4PM2-A3,,auto
2621,CHANITEX WATER SOFTENER,,smith.w_soften.cxs05ta1,,,
2622,Temperature and humidity sensor,"Temperature and humidity sensor
JRSensor_WSDC_1
JRSensor_WDC_1",jrnet.sensor_ht.senws1,,,
2623,BlinkerSmartLight,,blink.light.bl0001,,,
2624,Redmi router AX6,,xiaomi.router.ra69,,,
2625,Breaker,Wi-Fi_Circuit_Relay,yaguan.switch.relay,,,
2626,Mi Smart Tower Fan,,dmaker.fan.p9,,,
2627,Smart lighting,Smart lighting,ecloud.light.eq,,,
2628,Viomi Smart Refrigerator iLive2 (Three Door 301L),Mijia refrigerator OLED,viomi.fridge.w1,,,
2629,Wall socket,,mpkx.plug.010001,,,
2630,Mi Action Camera 4K,"Mi Action Camera 4K is with 4K 30fps video recording, 145 wide-angle, EIS 6 axis, 1450mAh battery, 2.4 inch touch screen, 7 glass high standard lens, 9 kinds of shooting mode and other features. Connected through Wi-Fi, App assists in settings to explore more possibilities.",fimi.camera.c1b,,,
2631,Viomi Smart Refrigerator ILive BCD-398/415WMSD,Yunmi Internet Refrigerator 398/415 L Fixed Frequency,viomi.fridge.u12,,,
2632,Smart electric blanket,,hddz.blanket.zndrt,,,
2633,BlinkerSmartPlug,,blink.plug.bp0001,,,
2634,Mi Wireless Switch,Wireless switch 2,lumi.sensor_switch.v2,WXKG01LM,,manual
2635,Yeelight LED Bulb 1S (Dimmable),Yeelight white bulb version2,yeelink.light.mono4,,,
2636,Diandian24w,,dotdot.light.dian24,,,
2637,dling Smart Video Doorbell,"The smart video doorbell is an installed at home, so you will not miss the speaker's smart device.The visitors are tapped by the doorbell. When you are at home, the indoor chance sounds a wonderful ring tone reminder. When you are not at home, the smart doorbell will send your mobile phone to the mobile phone, and you can see the visitors after connecting, and talk to it.",madv.cateye.dlowl,,,
2638,Formovie Projector Vogue Pro,"Fengmi projector Vogue Pro, Fengos system",fengmi.projector.m135fp,,,
2639,Light strip,,nvcls.light.04000a,,,
2640,Thermal Distillation Humidifier,,deerma.humidifier.rz300,,,
2641,AOK AM50 intelligence curtain,Dual mode,aok98.curtain.am50pw,,,
2642,New for Smart Massager,"The cervical spine massager combines four physiotherapy methods of low-frequency electric therapy, magnetic therapy, thermal moxibustion, and pillow traction. It uses the principles of traditional Chinese medicine to form an efficient composite energy field, which can relax the muscles and activate the collaterals and help improve blood circulation in the neck, which is effectiveRelieve the stiffness and pain of neck muscles.",jieman.magic_touch.newf,,,
2643,Intelligent window control,Intelligent window control system 1.0,hopo.wopener.si300,,,
2644,IMOU Smart Camera 360,PTZ/1080P/voice intercom/infrared night vision,imou99.camera.tp2,,,
2645,"ES Wall Switch (With Neutral, Double Rocker)",Eggenstone,lumi.switch.n2eic1,,,
2646,Bit card power switch,Card power switch,btzn.switch.cardv1,,,
2647,Fresh air thermostat,This product is discarded because Xiaoai Voice Control does not support the thermostat category,simon.airrtc.xfwk,,,
